,call_type,latitude,longitude
3563,Alarms,37.74543747,-122.436846
3565,Alarms,37.78316766,-122.39782549999998
3580,Alarms,37.77887982,-122.43356999999999
3582,Alarms,37.77887982,-122.43356999999999
3583,Alarms,37.77837186,-122.43424080000001
3589,Alarms,37.745956299999996,-122.4542399
3594,Alarms,37.77837186,-122.43424080000001
3602,Alarms,37.7911188,-122.416758
3603,Alarms,37.78480739,-122.41361540000001
3607,Alarms,37.78316343,-122.4115993
3619,Alarms,37.78409104,-122.4117844
3622,Alarms,37.7824485,-122.4163274
3623,Alarms,37.78316766,-122.39782549999998
3627,Alarms,37.78782467,-122.3970324
3649,Alarms,37.78347684,-122.4124351
3678,Alarms,37.78316766,-122.39782549999998
3689,Alarms,37.79802285,-122.4058632
3696,Alarms,37.78480739,-122.41361540000001
3707,Alarms,37.79212424,-122.4235283
3717,Alarms,37.78176091,-122.41510509999999
3723,Alarms,37.78326039,-122.4183662
3753,Alarms,37.78782467,-122.3970324
3778,Alarms,37.71872229,-122.38911829999999
3780,Alarms,37.745956299999996,-122.4542399
3788,Alarms,37.78176091,-122.41510509999999
3807,Alarms,37.76329075,-122.4620346
3816,Alarms,37.78316343,-122.4115993
3829,Alarms,37.7911188,-122.416758
3849,Alarms,37.76329075,-122.4620346
3850,Alarms,37.78511111,-122.414592
3872,Alarms,37.71872229,-122.38911829999999
3878,Alarms,37.77535296,-122.42934450000001
3883,Alarms,37.7911188,-122.416758
3899,Alarms,37.77837186,-122.43424080000001
3922,Alarms,37.78706547,-122.4131598
3934,Alarms,37.76889301,-122.42438059999999
3936,Alarms,37.77837186,-122.43424080000001
3938,Alarms,37.75703373,-122.47675840000001
3946,Alarms,37.78176091,-122.41510509999999
3957,Alarms,37.79212424,-122.4235283
3971,Alarms,37.78409104,-122.4117844
3983,Alarms,37.77887982,-122.43356999999999
4016,Alarms,37.78656673,-122.4072284
4022,Alarms,37.79188433,-122.40998359999999
4068,Alarms,37.745956299999996,-122.4542399
4085,Alarms,37.78316343,-122.4115993
4107,Alarms,37.79212424,-122.4235283
4127,Alarms,37.77535296,-122.42934450000001
4128,Alarms,37.76329075,-122.4620346
4134,Alarms,37.78316343,-122.4115993
4135,Alarms,37.77535296,-122.42934450000001
4154,Alarms,37.78697332,-122.4258459
4172,Alarms,37.78656673,-122.4072284
4176,Alarms,37.79188433,-122.40998359999999
4187,Alarms,37.79406256,-122.4083228
4200,Alarms,37.77111434,-122.3903682
4210,Alarms,37.78626844,-122.4129972
4213,Alarms,37.77111434,-122.3903682
4215,Alarms,37.77111434,-122.3903682
4220,Alarms,37.798714000000004,-122.40961829999999
4225,Alarms,37.78626844,-122.4129972
4232,Alarms,37.79508406,-122.40738689999999
4237,Alarms,37.791987400000004,-122.3977336
4238,Alarms,37.804438299999994,-122.4116055
4240,Alarms,37.78234047,-122.40377190000001
4241,Alarms,37.78383852,-122.41377549999999
4265,Alarms,37.74959545,-122.39967879999999
4272,Alarms,37.73013943,-122.4322689
4276,Alarms,37.76846225,-122.43120490000001
4281,Alarms,37.80298506,-122.4122222
4283,Alarms,37.77337237,-122.44340159999999
4321,Alarms,37.77339331,-122.43911440000001
4328,Alarms,37.77019846,-122.38957830000001
4347,Alarms,37.80298506,-122.4122222
4353,Alarms,37.79508406,-122.40738689999999
4360,Alarms,37.77111434,-122.3903682
4371,Alarms,37.791987400000004,-122.3977336
4379,Alarms,37.77091334,-122.420305
4400,Alarms,37.76846225,-122.43120490000001
4404,Alarms,37.76682133,-122.42881489999999
4408,Alarms,37.77019846,-122.38957830000001
4409,Alarms,37.77649448,-122.4113591
4416,Alarms,37.74730042,-122.4269379
4419,Alarms,37.78626844,-122.4129972
4429,Alarms,37.74959545,-122.39967879999999
4433,Alarms,37.78626844,-122.4129972
4447,Alarms,37.77091334,-122.420305
4449,Alarms,37.798714000000004,-122.40961829999999
4470,Alarms,37.78263551,-122.41486280000001
4479,Alarms,37.74951187,-122.42368459999999
4488,Alarms,37.76724422,-122.51022569999999
4491,Alarms,37.78383852,-122.41377549999999
4506,Alarms,37.73031322,-122.4862054
4521,Alarms,37.80298506,-122.4122222
4528,Alarms,37.77337237,-122.44340159999999
4537,Alarms,37.78263551,-122.41486280000001
4541,Alarms,37.79406256,-122.4083228
4550,Alarms,37.79371656,-122.43227949999999
4565,Alarms,37.78263551,-122.41486280000001
4568,Alarms,37.76846225,-122.43120490000001
4570,Alarms,37.77111434,-122.3903682
4588,Alarms,37.73031322,-122.4862054
4610,Alarms,37.804438299999994,-122.4116055
4629,Alarms,37.79456754,-122.4074578
4632,Alarms,37.78398088,-122.420197
4641,Alarms,37.79371656,-122.43227949999999
