Column1,Unnamed0,call_type,received_timestamp,disptach_timestamp,dispatch_time,latitude,longitude,TransactionId,ComputedAPN,StreetAddress,ComputedCity,ComputedState,ComputedZip
6649,6649,Structure Fire,0 days 02:29:06.000000000,0 days 02:30:12.000000000,0 days 00:01:06.000000000,37.73200271,-122.390883,,5342013,1649 Revere Ave,San Francisco,CA,94124
6651,6651,Structure Fire,0 days 10:13:15.000000000,0 days 10:13:26.000000000,0 days 00:00:11.000000000,37.76560945,-122.4095102,,3963001,2851  16th St,San Francisco,CA,94110
6655,6655,Structure Fire,0 days 12:19:38.000000000,0 days 12:20:27.000000000,0 days 00:00:49.000000000,37.77006294,-122.4502439,,1230019,532 Cole St,San Francisco,CA,94117
6657,6657,Structure Fire,0 days 12:09:42.000000000,0 days 12:14:06.000000000,0 days 00:04:24.000000000,37.77339821,-122.4658832,,1700001,1000 Great Hwy,San Francisco,CA,94122
6672,6672,Structure Fire,0 days 12:19:38.000000000,0 days 12:20:27.000000000,0 days 00:00:49.000000000,37.7943459,-122.4002624,,229003,325 Battery St,San Francisco,CA,94111
6684,6684,Structure Fire,0 days 15:27:37.000000000,0 days 15:29:12.000000000,0 days 00:01:35.000000000,37.79765661,-122.4464828,,940030,2836 Greenwich St,San Francisco,CA,94123
6707,6707,Structure Fire,0 days 15:27:37.000000000,0 days 15:29:12.000000000,0 days 00:01:35.000000000,37.7883421,-122.4075755,,308001,333 Post St,San Francisco,CA,94108
6743,6743,Structure Fire,0 days 10:07:14.000000000,0 days 10:07:24.000000000,0 days 00:00:10.000000000,37.75936549,-122.4069469,,4077001,711 Potrero Ave,San Francisco,CA,94107
6744,6744,Structure Fire,0 days 15:27:37.000000000,0 days 15:29:12.000000000,0 days 00:01:35.000000000,37.78071918,-122.4153156,,347003,200 Mcallister St,San Francisco,CA,94102
6746,6746,Structure Fire,0 days 05:57:58.000000000,0 days 06:05:32.000000000,0 days 00:07:34.000000000,37.77689454,-122.4919581,,1574001,682  32nd Ave,San Francisco,CA,94121
6750,6750,Structure Fire,0 days 12:19:38.000000000,0 days 12:20:27.000000000,0 days 00:00:49.000000000,37.78808219,-122.4100569,,307009,491 Post St,San Francisco,CA,94102
6752,6752,Structure Fire,0 days 05:57:58.000000000,0 days 06:02:09.000000000,0 days 00:04:11.000000000,37.78773569,-122.4183467,,301016,1038 Larkin St,San Francisco,CA,94109
6760,6760,Structure Fire,0 days 15:27:37.000000000,0 days 15:47:57.000000000,0 days 00:20:20.000000000,37.80843502,-122.4107742,,16001,50 Beach St,San Francisco,CA,94133
6770,6770,Structure Fire,0 days 18:53:07.000000000,0 days 18:54:33.000000000,0 days 00:01:26.000000000,37.78122345,-122.4089281,,3704025,87 6th St,San Francisco,CA,94103
6778,6778,Structure Fire,0 days 05:57:58.000000000,0 days 06:04:27.000000000,0 days 00:06:29.000000000,37.72797951,-122.4200632,,5910023,145 Oxford St,San Francisco,CA,94134
6782,6782,Structure Fire,0 days 02:29:06.000000000,0 days 02:30:12.000000000,0 days 00:01:06.000000000,37.73367502,-122.4263912,,6721002,3992 Mission St,San Francisco,CA,94112
6787,6787,Structure Fire,0 days 18:53:07.000000000,0 days 18:54:33.000000000,0 days 00:01:26.000000000,37.77346649,-122.4135469,,3518020,241  10th St,San Francisco,CA,94103
6788,6788,Structure Fire,0 days 15:27:37.000000000,0 days 15:47:57.000000000,0 days 00:20:20.000000000,37.78512851,-122.4144554,,323015,472 Ellis St,San Francisco,CA,94102
6789,6789,Structure Fire,0 days 15:27:37.000000000,0 days 15:35:15.000000000,0 days 00:07:38.000000000,37.79564935,-122.4132086,,181055,1434 Taylor St,San Francisco,CA,94133
6792,6792,Structure Fire,0 days 19:40:40.000000000,0 days 19:42:10.000000000,0 days 00:01:30.000000000,37.73306872,-122.4488734,,3088029,495 Mangels Ave,San Francisco,CA,94127
6798,6798,Structure Fire,0 days 12:19:38.000000000,0 days 12:20:27.000000000,0 days 00:00:49.000000000,37.74427305,-122.4892102,,2360001N,2025 Santiago St,San Francisco,CA,94116
6799,6799,Structure Fire,0 days 20:26:55.000000000,0 days 20:27:39.000000000,0 days 00:00:44.000000000,37.78667106,-122.4509263,,1034004,3445 California St,San Francisco,CA,94118
6800,6800,Structure Fire,0 days 15:27:37.000000000,0 days 15:29:12.000000000,0 days 00:01:35.000000000,37.80086616,-122.4354272,,492032,1949 Chestnut St,San Francisco,CA,94123
6804,6804,Structure Fire,0 days 18:53:07.000000000,0 days 18:54:33.000000000,0 days 00:01:26.000000000,37.78246842,-122.4485906,,1070001A,2750 Geary Blvd,San Francisco,CA,94118
6820,6820,Structure Fire,0 days 05:57:58.000000000,0 days 06:02:09.000000000,0 days 00:04:11.000000000,37.76267071,-122.435188,,2623006,376 Castro St,San Francisco,CA,94114
6831,6831,Structure Fire,0 days 19:40:40.000000000,0 days 19:42:10.000000000,0 days 00:01:30.000000000,37.73774574,-122.4324981,,7546102,25 Addison St,San Francisco,CA,94131
6853,6853,Structure Fire,0 days 19:40:40.000000000,0 days 19:42:10.000000000,0 days 00:01:30.000000000,37.7657833,-122.4075342,,3961021,301 Potrero Ave,San Francisco,CA,94103
6855,6855,Structure Fire,0 days 15:27:37.000000000,0 days 15:47:57.000000000,0 days 00:20:20.000000000,37.78332633,-122.4403249,,1079025,2238 Geary Blvd,San Francisco,CA,94115
6856,6856,Structure Fire,0 days 12:19:38.000000000,0 days 12:20:27.000000000,0 days 00:00:49.000000000,37.79564935,-122.4132086,,181055,1434 Taylor St,San Francisco,CA,94133
6858,6858,Structure Fire,0 days 18:53:07.000000000,0 days 18:56:13.000000000,0 days 00:03:06.000000000,37.71226467,-122.4729324,,7380039,1 Thomas More Way,San Francisco,CA,94132
6860,6860,Structure Fire,0 days 19:40:40.000000000,0 days 19:42:10.000000000,0 days 00:01:30.000000000,37.78100938,-122.4858074,,1457030G,450  26th Ave,San Francisco,CA,94121
6863,6863,Structure Fire,0 days 02:29:06.000000000,0 days 02:30:12.000000000,0 days 00:01:06.000000000,37.76049101,-122.3885564,,4108001,2310 3rd St,San Francisco,CA,94107
6865,6865,Structure Fire,0 days 02:29:06.000000000,0 days 02:30:12.000000000,0 days 00:01:06.000000000,37.7821781,-122.4599993,,1433022,350 2nd Ave,San Francisco,CA,94118
6881,6881,Structure Fire,0 days 20:26:55.000000000,0 days 20:27:39.000000000,0 days 00:00:44.000000000,37.78480739,-122.4136154,,323011,450 Ellis St,San Francisco,CA,94102
6883,6883,Structure Fire,0 days 09:34:57.000000000,0 days 09:35:02.000000000,0 days 00:00:05.000000000,37.78409104,-122.4117844,,332006,246 Eddy St,San Francisco,CA,94102
6886,6886,Structure Fire,0 days 13:00:16.000000000,0 days 13:00:21.000000000,0 days 00:00:05.000000000,37.72797274,-122.3818681,,4756021B,1190 Quesada Ave,San Francisco,CA,94124
6904,6904,Structure Fire,0 days 15:27:37.000000000,0 days 15:47:57.000000000,0 days 00:20:20.000000000,37.75128321,-122.4352,,2831012,4148  24th St,San Francisco,CA,94114
6914,6914,Structure Fire,0 days 19:40:40.000000000,0 days 19:42:10.000000000,0 days 00:01:30.000000000,37.72296657,-122.4447466,,6950004,355 Oneida Ave,San Francisco,CA,94112
6915,6915,Structure Fire,0 days 02:29:06.000000000,0 days 02:30:12.000000000,0 days 00:01:06.000000000,37.79049499,-122.4087846,,272009,626 Powell St,San Francisco,CA,94108
6921,6921,Structure Fire,0 days 05:57:58.000000000,0 days 06:02:09.000000000,0 days 00:04:11.000000000,37.79858186,-122.4760378,,1300001,3550 Pacific Ave,San Francisco,CA,94118
6924,6924,Structure Fire,0 days 12:09:42.000000000,0 days 12:14:06.000000000,0 days 00:04:24.000000000,37.70891847,-122.4154835,,6373017,358 Velasco Ave,San Francisco,CA,94134
6926,6926,Structure Fire,0 days 20:26:55.000000000,0 days 20:27:39.000000000,0 days 00:00:44.000000000,37.73552759,-122.3937592,,5328043,1751 Palou Ave,San Francisco,CA,94124
6935,6935,Structure Fire,0 days 18:53:07.000000000,0 days 18:54:33.000000000,0 days 00:01:26.000000000,37.78186545,-122.4142853,,345004,200 Golden Gate Ave,San Francisco,CA,94102
6954,6954,Structure Fire,0 days 20:26:55.000000000,0 days 20:27:39.000000000,0 days 00:00:44.000000000,37.78053538,-122.4081608,,3726005,132 6th St,San Francisco,CA,94103
6955,6955,Structure Fire,0 days 02:29:06.000000000,0 days 02:30:12.000000000,0 days 00:01:06.000000000,37.80086616,-122.4354272,,492032,1949 Chestnut St,San Francisco,CA,94123
6978,6978,Structure Fire,0 days 12:09:42.000000000,0 days 12:14:06.000000000,0 days 00:04:24.000000000,37.77781034,-122.4136995,,3701060,50 8th St,San Francisco,CA,94103
6980,6980,Structure Fire,0 days 19:40:40.000000000,0 days 19:45:30.000000000,0 days 00:04:50.000000000,37.79128831,-122.430103,,614006,2216 Clay St,San Francisco,CA,94115
6984,6984,Structure Fire,0 days 19:40:40.000000000,0 days 19:43:32.000000000,0 days 00:02:52.000000000,37.73879098,-122.4679487,,2989B024,201 West Portal Ave,San Francisco,CA,94127
6985,6985,Structure Fire,0 days 12:09:42.000000000,0 days 12:14:06.000000000,0 days 00:04:24.000000000,37.79049499,-122.4087846,,272009,626 Powell St,San Francisco,CA,94108
6987,6987,Structure Fire,0 days 20:01:54.000000000,0 days 20:02:02.000000000,0 days 00:00:08.000000000,37.77816384,-122.4358853,,776034,1444 Mcallister St,San Francisco,CA,94115
6994,6994,Structure Fire,0 days 18:53:07.000000000,0 days 18:54:33.000000000,0 days 00:01:26.000000000,37.79104934,-122.4452866,,982039,3045 Jackson St,San Francisco,CA,94115
7000,7000,Structure Fire,0 days 05:57:58.000000000,0 days 06:02:09.000000000,0 days 00:04:11.000000000,37.78326039,-122.4183662,,740010,640 Eddy St,San Francisco,CA,94109
7004,7004,Structure Fire,0 days 05:57:58.000000000,0 days 06:02:09.000000000,0 days 00:04:11.000000000,37.79053181,-122.4039142,,288025,246 Kearny St,San Francisco,CA,94108
7008,7008,Structure Fire,0 days 19:40:40.000000000,0 days 19:42:10.000000000,0 days 00:01:30.000000000,37.76491099,-122.4874285,,1722001,2701 Lincoln Way,San Francisco,CA,94122
7022,7022,Structure Fire,0 days 13:33:31.000000000,0 days 13:34:01.000000000,0 days 00:00:30.000000000,37.78429938,-122.4101413,,331009,160 Eddy St,San Francisco,CA,94102
7034,7034,Structure Fire,0 days 18:53:07.000000000,0 days 18:54:33.000000000,0 days 00:01:26.000000000,37.77816384,-122.4358853,,776034,1444 Mcallister St,San Francisco,CA,94115
7042,7042,Structure Fire,0 days 12:09:42.000000000,0 days 12:14:06.000000000,0 days 00:04:24.000000000,37.76780932,-122.4491957,,1253038,150 Belvedere St,San Francisco,CA,94117
7050,7050,Structure Fire,0 days 16:53:32.000000000,0 days 16:53:46.000000000,0 days 00:00:14.000000000,37.78282765,-122.4097084,,342004,972 Market St,San Francisco,CA,94102
7056,7056,Structure Fire,0 days 13:00:16.000000000,0 days 13:00:21.000000000,0 days 00:00:05.000000000,37.78144749,-122.4171456,,346006,366 Golden Gate Ave,San Francisco,CA,94102
7062,7062,Structure Fire,0 days 21:46:18.000000000,0 days 21:46:23.000000000,0 days 00:00:05.000000000,37.72615174,-122.3955539,,5429002,5700 3rd St,San Francisco,CA,94124
7063,7063,Structure Fire,0 days 16:53:32.000000000,0 days 16:53:46.000000000,0 days 00:00:14.000000000,37.78901634,-122.4102424,,284012,602 Mason St,San Francisco,CA,94108
7065,7065,Structure Fire,0 days 19:40:40.000000000,0 days 19:44:53.000000000,0 days 00:04:13.000000000,37.75708745,-122.4755322,,1926026,1650  18th Ave,San Francisco,CA,94122
7072,7072,Structure Fire,0 days 12:09:42.000000000,0 days 12:14:06.000000000,0 days 00:04:24.000000000,37.76560945,-122.4095102,,3963001,2851  16th St,San Francisco,CA,94110
7088,7088,Structure Fire,0 days 15:27:37.000000000,0 days 15:29:12.000000000,0 days 00:01:35.000000000,37.77851883,-122.4143932,,3701050,1201 Market St,San Francisco,CA,94103
7089,7089,Structure Fire,0 days 05:57:58.000000000,0 days 06:02:09.000000000,0 days 00:04:11.000000000,37.79564935,-122.4132086,,181055,1434 Taylor St,San Francisco,CA,94133
7094,7094,Structure Fire,0 days 15:27:37.000000000,0 days 15:29:12.000000000,0 days 00:01:35.000000000,37.75089487,-122.434117,,6506003,1320 Castro St,San Francisco,CA,94114
7095,7095,Structure Fire,0 days 19:40:40.000000000,0 days 19:44:04.000000000,0 days 00:03:24.000000000,37.79564935,-122.4132086,,181055,1434 Taylor St,San Francisco,CA,94133
7102,7102,Structure Fire,0 days 20:26:55.000000000,0 days 20:27:39.000000000,0 days 00:00:44.000000000,37.79851107,-122.4097691,,130043,766 Vallejo St,San Francisco,CA,94133
7108,7108,Structure Fire,0 days 15:27:37.000000000,0 days 15:49:14.000000000,0 days 00:21:37.000000000,37.78597748,-122.4053594,,3706075,785 Market St,San Francisco,CA,94103
7113,7113,Structure Fire,0 days 19:40:40.000000000,0 days 19:42:10.000000000,0 days 00:01:30.000000000,37.77506125,-122.4301996,,821012,748 Fell St,San Francisco,CA,94117
7116,7116,Structure Fire,0 days 12:09:42.000000000,0 days 12:14:06.000000000,0 days 00:04:24.000000000,37.78490368,-122.416234,,321007,425 Hyde St,San Francisco,CA,94109
7129,7129,Structure Fire,0 days 12:19:38.000000000,0 days 12:20:27.000000000,0 days 00:00:49.000000000,37.78023452,-122.4055648,,3732110,951 Howard St,San Francisco,CA,94103
7146,7146,Structure Fire,0 days 18:53:07.000000000,0 days 18:54:33.000000000,0 days 00:01:26.000000000,37.72615174,-122.3955539,,5429002,5700 3rd St,San Francisco,CA,94124
7147,7147,Structure Fire,0 days 13:01:22.000000000,0 days 13:03:22.000000000,0 days 00:02:00.000000000,37.78512851,-122.4144554,,323015,472 Ellis St,San Francisco,CA,94102
7149,7149,Structure Fire,0 days 09:34:57.000000000,0 days 09:35:02.000000000,0 days 00:00:05.000000000,37.78137782,-122.433162,,731018,1345 Fillmore St,San Francisco,CA,94115
7150,7150,Structure Fire,0 days 20:26:55.000000000,0 days 20:27:39.000000000,0 days 00:00:44.000000000,37.79091998,-122.4325617,,613029,2340 Clay St,San Francisco,CA,94115
7155,7155,Structure Fire,0 days 12:09:42.000000000,0 days 12:18:44.000000000,0 days 00:09:02.000000000,37.75063965,-122.4182879,,6529001,2900 Mission St,San Francisco,CA,94110
7168,7168,Structure Fire,0 days 05:57:58.000000000,0 days 06:02:09.000000000,0 days 00:04:11.000000000,37.78720986,-122.4476415,,1021038,3200 California St,San Francisco,CA,94118
7179,7179,Structure Fire,0 days 12:09:42.000000000,0 days 12:18:44.000000000,0 days 00:09:02.000000000,37.77762424,-122.3999811,,3777047,695 Bryant St,San Francisco,CA,94107
7182,7182,Structure Fire,0 days 12:09:42.000000000,0 days 12:14:06.000000000,0 days 00:04:24.000000000,37.79463342,-122.4324651,,580017,2121 Broadway St,San Francisco,CA,94115
7185,7185,Structure Fire,0 days 12:09:42.000000000,0 days 12:14:06.000000000,0 days 00:04:24.000000000,37.76080169,-122.4355523,,2695042,4117  18th St,San Francisco,CA,94114
7188,7188,Structure Fire,0 days 13:01:22.000000000,0 days 13:03:22.000000000,0 days 00:02:00.000000000,37.78128769,-122.4113181,,3703067,1049 Market St,San Francisco,CA,94103
7192,7192,Structure Fire,0 days 12:09:42.000000000,0 days 12:14:06.000000000,0 days 00:04:24.000000000,37.79200914,-122.4012743,,268001,301 Pine St,San Francisco,CA,94104
7194,7194,Structure Fire,0 days 20:26:55.000000000,0 days 20:30:15.000000000,0 days 00:03:20.000000000,37.77273718,-122.4104337,,3519006,364 9th St,San Francisco,CA,94103
7198,7198,Structure Fire,0 days 15:27:37.000000000,0 days 15:29:12.000000000,0 days 00:01:35.000000000,37.77769966,-122.4046055,,3754067,1000 Harrison St,San Francisco,CA,94103
7206,7206,Structure Fire,0 days 20:26:55.000000000,0 days 20:27:39.000000000,0 days 00:00:44.000000000,37.75089487,-122.434117,,6506003,1320 Castro St,San Francisco,CA,94114
7222,7222,Structure Fire,0 days 15:27:37.000000000,0 days 15:29:12.000000000,0 days 00:01:35.000000000,37.72825624,-122.397374,,5.43E+25,55 Orsi Cir,San Francisco,CA,94124
7225,7225,Structure Fire,0 days 19:40:40.000000000,0 days 19:42:10.000000000,0 days 00:01:30.000000000,37.78292011,-122.4436267,,1081057,2440 Geary Blvd,San Francisco,CA,94115
7234,7234,Structure Fire,0 days 18:53:07.000000000,0 days 18:56:07.000000000,0 days 00:03:00.000000000,37.78600483,-122.3950773,,3749165,88 Guy Pl,San Francisco,CA,94105
7260,7260,Structure Fire,0 days 15:27:37.000000000,0 days 15:47:57.000000000,0 days 00:20:20.000000000,37.77762424,-122.3999811,,3777047,695 Bryant St,San Francisco,CA,94107
7262,7262,Structure Fire,0 days 12:19:38.000000000,0 days 12:20:27.000000000,0 days 00:00:49.000000000,37.74277727,-122.4184867,,5617011,140 Winfield St,San Francisco,CA,94110
7263,7263,Structure Fire,0 days 20:01:54.000000000,0 days 20:02:02.000000000,0 days 00:00:08.000000000,37.78667106,-122.4509263,,1034004,3445 California St,San Francisco,CA,94118
7281,7281,Structure Fire,0 days 19:40:40.000000000,0 days 19:42:10.000000000,0 days 00:01:30.000000000,37.78725609,-122.4040947,,312009,722 Market St,San Francisco,CA,94108
7297,7297,Structure Fire,0 days 02:29:06.000000000,0 days 02:30:12.000000000,0 days 00:01:06.000000000,37.77571453,-122.4768281,,1627015,660  18th Ave,San Francisco,CA,94121
7302,7302,Structure Fire,0 days 12:19:38.000000000,0 days 12:21:42.000000000,0 days 00:02:04.000000000,37.77803651,-122.4154291,,3701059,1215 Market St,San Francisco,CA,94103
7304,7304,Structure Fire,0 days 18:53:07.000000000,0 days 18:58:04.000000000,0 days 00:04:57.000000000,37.78359159,-122.4708446,,1422031,250  12th Ave,San Francisco,CA,94118
7309,7309,Structure Fire,0 days 12:09:42.000000000,0 days 12:30:23.000000000,0 days 00:20:41.000000000,37.76666722,-122.4297699,,3543010,2141 Market St,San Francisco,CA,94114
7317,7317,Structure Fire,0 days 02:29:06.000000000,0 days 02:30:12.000000000,0 days 00:01:06.000000000,37.77753424,-122.4408637,,1157008,1750 Mcallister St,San Francisco,CA,94115
7322,7322,Structure Fire,0 days 15:27:37.000000000,0 days 15:50:43.000000000,0 days 00:23:06.000000000,37.79463342,-122.4324651,,580017,2121 Broadway St,San Francisco,CA,94115
7330,7330,Structure Fire,0 days 18:53:07.000000000,0 days 18:54:33.000000000,0 days 00:01:26.000000000,37.77604635,-122.4112888,,3730038,201 8th St,San Francisco,CA,94103
7334,7334,Structure Fire,0 days 19:40:40.000000000,0 days 19:42:10.000000000,0 days 00:01:30.000000000,37.7563941,-122.4036384,,4157001,2231  22nd St,San Francisco,CA,94107
7337,7337,Structure Fire,0 days 12:19:38.000000000,0 days 12:20:27.000000000,0 days 00:00:49.000000000,37.77342773,-122.4192003,,3505009,56  12th St,San Francisco,CA,94103
7338,7338,Structure Fire,0 days 02:29:06.000000000,0 days 02:30:12.000000000,0 days 00:01:06.000000000,37.78667106,-122.4509263,,1034004,3445 California St,San Francisco,CA,94118
7340,7340,Structure Fire,0 days 15:27:37.000000000,0 days 15:47:57.000000000,0 days 00:20:20.000000000,37.78594273,-122.4189026,,716009,943 Geary St,San Francisco,CA,94109
7344,7344,Structure Fire,0 days 20:26:55.000000000,0 days 20:27:39.000000000,0 days 00:00:44.000000000,37.77941594,-122.4783046,,1525009,447  19th Ave,San Francisco,CA,94121
7349,7349,Structure Fire,0 days 13:01:22.000000000,0 days 13:03:22.000000000,0 days 00:02:00.000000000,37.80435948,-122.4088391,,54010,330 Chestnut St,San Francisco,CA,94133
7353,7353,Structure Fire,0 days 15:27:37.000000000,0 days 15:47:57.000000000,0 days 00:20:20.000000000,37.75063965,-122.4182879,,6529001,2900 Mission St,San Francisco,CA,94110
7356,7356,Structure Fire,0 days 18:53:07.000000000,0 days 18:54:33.000000000,0 days 00:01:26.000000000,37.79282365,-122.3970342,,264004,1 California St,San Francisco,CA,94111
7357,7357,Structure Fire,0 days 21:46:18.000000000,0 days 21:46:23.000000000,0 days 00:00:05.000000000,37.78512851,-122.4144554,,323015,472 Ellis St,San Francisco,CA,94102
7358,7358,Structure Fire,0 days 20:26:55.000000000,0 days 20:27:39.000000000,0 days 00:00:44.000000000,37.78901634,-122.4102424,,284012,602 Mason St,San Francisco,CA,94108
7359,7359,Structure Fire,0 days 18:53:07.000000000,0 days 18:57:56.000000000,0 days 00:04:49.000000000,37.80086616,-122.4354272,,492032,1949 Chestnut St,San Francisco,CA,94123
7370,7370,Structure Fire,0 days 15:27:37.000000000,0 days 15:35:15.000000000,0 days 00:07:38.000000000,37.79104934,-122.4452866,,982039,3045 Jackson St,San Francisco,CA,94115
7376,7376,Structure Fire,0 days 00:06:55.000000000,0 days 00:07:02.000000000,0 days 00:00:07.000000000,37.75714476,-122.4161677,,3614063,3085  21st St,San Francisco,CA,94110
7378,7378,Structure Fire,0 days 12:19:38.000000000,0 days 12:20:27.000000000,0 days 00:00:49.000000000,37.74190172,-122.4605173,,2923067,70 Edgehill Way,San Francisco,CA,94127
7386,7386,Structure Fire,0 days 15:27:37.000000000,0 days 15:29:12.000000000,0 days 00:01:35.000000000,37.7142355,-122.4648496,,7117045,221 Randolph St,San Francisco,CA,94132
7393,7393,Structure Fire,0 days 18:53:07.000000000,0 days 18:56:07.000000000,0 days 00:03:00.000000000,37.73882143,-122.4856038,,2468A003,1801 Vicente St,San Francisco,CA,94116
7401,7401,Structure Fire,0 days 10:07:14.000000000,0 days 10:07:24.000000000,0 days 00:00:10.000000000,37.74105755,-122.40648,,5596013,390 Bay Shore Blvd,San Francisco,CA,94110
7402,7402,Structure Fire,0 days 02:29:06.000000000,0 days 02:30:12.000000000,0 days 00:01:06.000000000,37.78071918,-122.4153156,,347003,200 Mcallister St,San Francisco,CA,94102
7404,7404,Structure Fire,0 days 05:57:58.000000000,0 days 06:02:09.000000000,0 days 00:04:11.000000000,37.78202549,-122.4848743,,1409026,2350 Clement St,San Francisco,CA,94121
7406,7406,Structure Fire,0 days 15:27:37.000000000,0 days 15:47:57.000000000,0 days 00:20:20.000000000,37.77113513,-122.4268069,,870003,167 Webster St,San Francisco,CA,94102
7408,7408,Structure Fire,0 days 19:40:40.000000000,0 days 19:47:25.000000000,0 days 00:06:45.000000000,37.72622242,-122.3922355,,4848017,1555 Yosemite Ave,San Francisco,CA,94124
7416,7416,Structure Fire,0 days 18:53:07.000000000,0 days 18:54:33.000000000,0 days 00:01:26.000000000,37.78625986,-122.4172796,,0302011A,850 Geary St,San Francisco,CA,94109
7426,7426,Structure Fire,0 days 15:27:37.000000000,0 days 15:47:57.000000000,0 days 00:20:20.000000000,37.78383852,-122.4137755,,333012,380 Eddy St,San Francisco,CA,94102
7454,7454,Structure Fire,0 days 05:57:58.000000000,0 days 06:02:09.000000000,0 days 00:04:11.000000000,37.7657833,-122.4075342,,3961021,301 Potrero Ave,San Francisco,CA,94103
7456,7456,Structure Fire,0 days 15:27:37.000000000,0 days 15:29:12.000000000,0 days 00:01:35.000000000,37.78429938,-122.4101413,,331009,160 Eddy St,San Francisco,CA,94102
7460,7460,Structure Fire,0 days 05:57:58.000000000,0 days 06:02:09.000000000,0 days 00:04:11.000000000,37.78480739,-122.4136154,,323011,450 Ellis St,San Francisco,CA,94102
7471,7471,Structure Fire,0 days 20:26:55.000000000,0 days 20:27:39.000000000,0 days 00:00:44.000000000,37.78121703,-122.4570015,,1084003A,3555 Geary Blvd,San Francisco,CA,94118
7481,7481,Structure Fire,0 days 18:53:07.000000000,0 days 18:56:07.000000000,0 days 00:03:00.000000000,37.71021741,-122.4669548,,7126A012,8100 Oceanview Ter,San Francisco,CA,94132
7484,7484,Structure Fire,0 days 10:13:15.000000000,0 days 10:13:26.000000000,0 days 00:00:11.000000000,37.76214403,-122.4215515,,3576091,677 Valencia St,San Francisco,CA,94110
7505,7505,Structure Fire,0 days 16:14:12.000000000,0 days 16:16:22.000000000,0 days 00:02:10.000000000,37.76932252,-122.4485526,,1246032,627 Clayton St,San Francisco,CA,94117
7511,7511,Structure Fire,0 days 12:14:37.000000000,0 days 12:17:25.000000000,0 days 00:02:48.000000000,37.73941914,-122.3987075,,5315057,2040 Oakdale Ave,San Francisco,CA,94124
7522,7522,Structure Fire,0 days 16:02:14.000000000,0 days 16:02:25.000000000,0 days 00:00:11.000000000,37.82881381,-122.3762632,,,,,CA,94130
7529,7529,Structure Fire,0 days 11:05:36.000000000,0 days 11:06:44.000000000,0 days 00:01:08.000000000,37.76998561,-122.4432371,,1242003,72 Central Ave,San Francisco,CA,94117
7533,7533,Structure Fire,0 days 06:35:30.000000000,0 days 06:36:27.000000000,0 days 00:00:57.000000000,37.79746897,-122.4069446,,161001,601 Broadway,San Francisco,CA,94133
7552,7552,Structure Fire,0 days 17:26:37.000000000,0 days 17:29:31.000000000,0 days 00:02:54.000000000,37.74554995,-122.4357668,,6589002Q,1455 Diamond St,San Francisco,CA,94131
7555,7555,Structure Fire,0 days 15:19:43.000000000,0 days 15:19:49.000000000,0 days 00:00:06.000000000,37.74942008,-122.4260668,,6550015,46 Clipper St,San Francisco,CA,94114
7559,7559,Structure Fire,0 days 17:26:37.000000000,0 days 17:29:31.000000000,0 days 00:02:54.000000000,37.73941914,-122.3987075,,5315057,2040 Oakdale Ave,San Francisco,CA,94124
7562,7562,Structure Fire,0 days 06:35:30.000000000,0 days 06:36:27.000000000,0 days 00:00:57.000000000,37.78338624,-122.4098537,,340007,34 Turk St,San Francisco,CA,94102
7584,7584,Structure Fire,0 days 14:34:03.000000000,0 days 14:35:06.000000000,0 days 00:01:03.000000000,37.75993451,-122.3987038,,4069016,1724  20th St,San Francisco,CA,94107
7613,7613,Structure Fire,0 days 06:35:30.000000000,0 days 06:36:27.000000000,0 days 00:00:57.000000000,37.78521973,-122.4066747,,329002,838 Market St,San Francisco,CA,94102
7618,7618,Structure Fire,0 days 02:23:58.000000000,0 days 02:24:04.000000000,0 days 00:00:06.000000000,37.78186545,-122.4142853,,345004,200 Golden Gate Ave,San Francisco,CA,94102
7619,7619,Structure Fire,0 days 13:07:10.000000000,0 days 13:08:38.000000000,0 days 00:01:28.000000000,37.7635007,-122.4342096,,3562007,2342 Market St,San Francisco,CA,94114
7625,7625,Structure Fire,0 days 12:14:37.000000000,0 days 12:17:25.000000000,0 days 00:02:48.000000000,37.71731977,-122.4348836,,6341025,747 Edinburgh St,San Francisco,CA,94112
7634,7634,Structure Fire,0 days 11:05:36.000000000,0 days 11:06:44.000000000,0 days 00:01:08.000000000,37.75237279,-122.4162655,,3642013,3200  24th St,San Francisco,CA,94110
7635,7635,Structure Fire,0 days 12:14:37.000000000,0 days 12:17:25.000000000,0 days 00:02:48.000000000,37.78313871,-122.4259287,,735031,1135 Ellis St,San Francisco,CA,94109
7681,7681,Structure Fire,0 days 13:07:10.000000000,0 days 13:08:38.000000000,0 days 00:01:28.000000000,37.77172395,-122.4168998,,3515001,1601 Howard St,San Francisco,CA,94103
7689,7689,Structure Fire,0 days 17:26:37.000000000,0 days 17:29:31.000000000,0 days 00:02:54.000000000,37.78428809,-122.416878,,335027,655 Ellis St,San Francisco,CA,94109
7692,7692,Structure Fire,0 days 16:14:12.000000000,0 days 16:16:22.000000000,0 days 00:02:10.000000000,37.76429102,-122.4186894,,3570049,2027 Mission St,San Francisco,CA,94110
7693,7693,Structure Fire,0 days 11:05:36.000000000,0 days 11:08:28.000000000,0 days 00:02:52.000000000,37.7553431,-122.4066811,,4153006,1048 Potrero Ave,San Francisco,CA,94110
